0,0
0,0
0,0
-31.3040566,-54.0697785
-31.3040566,-54.0697785
-31.3040566,-54.0697785
-31.3040566,-54.0697785
0,0
-31.3040566,-54.0697785
0,0
-31.3040566,-54.0697785
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
-31.3040566,-54.0697785
0,0
0,0
0,0
-31.3040566,-54.0697785
0,0
0,0
0,0
-31.3040566,-54.0697785
0,0
-31.3040566,-54.0697785
0,0
-31.3040566,-54.0697785
0,0
0,0
-31.3040566,-54.0697785
0,0
-31.3040566,-54.0697785
-31.3040566,-54.0697785
-31.3040566,-54.0697785
-31.3040566,-54.0697785
0,0
-31.3040566,-54.0697785
-31.3040566,-54.0697785
-31.3040566,-54.0697785
0,0
-31.3040566,-54.0697785
0,0
-31.3040566,-54.0697785
0,0
-31.3040566,-54.0697785
0,0
-31.3040566,-54.0697785
-32.3385963,-53.4770359
0,0
-31.3040566,-54.0697785
0,0
-31.3040566,-54.0697785
0,0
0,0
-31.3040566,-54.0697785
0,0
-31.3040566,-54.0697785
0,0
-31.3040566,-54.0697785
0,0
-31.3040566,-54.0697785
0,0
-31.3040566,-54.0697785
0,0
-31.3040566,-54.0697785
0,0
0,0
0,0
-31.3040566,-54.0697785
0,0
-31.3040566,-54.0697785
-31.3040566,-54.0697785
0,0
0,0
0,0
0,0
0,0
-31.3040566,-54.0697785
-31.3040566,-54.0697785
-31.3040566,-54.0697785
-31.3040566,-54.0697785
0,0
-32.0392045,-52.0824753
-31.3040566,-54.0697785
0,0
-31.3040566,-54.0697785
0,0
-31.3040566,-54.0697785
-31.3040566,-54.0697785
0,0
0,0
0,0
0,0
-31.3040566,-54.0697785
-31.3040566,-54.0697785
-31.3040566,-54.0697785
0,0
0,0
0,0
-31.3040566,-54.0697785
-31.3040566,-54.0697785
0,0
-31.3040566,-54.0697785
-31.3040566,-54.0697785
-31.3040566,-54.0697785
0,0
-31.3040566,-54.0697785
0,0
0,0
-31.3040566,-54.0697785
-31.3040566,-54.0697785
0,0
-31.3040566,-54.0697785
-31.3040566,-54.0697785
0,0
-31.3040566,-54.0697785
-31.3040566,-54.0697785
-31.3040566,-54.0697785
-31.3040566,-54.0697785
0,0
-31.3040566,-54.0697785
