resumoExpandidoEmCongresso	Karla Beatriz Vivian Silveira	2016	ACESSIBILIDADE E TECNOLOGIA ASSISTIVA: RELATO DE EXPERIÊNCIA DE UM ACADÊMICO PORTADOR DE PARALISIA CEREBRAL	VII Salão Internacional de Ensino, Pesquisa e Extensão, 2016, Alegrete. Salão de Ensino	ARRUDA, S. F. ; SILVEIRA, K. B. V.	Qualis nao identificado	VII Salão Internacional de Ensino, Pesquisa e Extensão, 2016, Alegrete. Salão de Ensino
resumoExpandidoEmCongresso	Karla Beatriz Vivian Silveira	2016	ESTRUTURA PARA APLICAÇÃO EM ROBÔ PARA PRODUÇÃO DE HORTALIÇAS SUSTENTÁVEL	VIII Salão Internacional de Ensino, Pesquisa e Extensão, 2016, Uruguaiana. SALÃO DE PESQUISA - Orais	MUNIEWEG, R. A. ; ARRUDA, S. F. ; MEUS, E. N. ; SILVEIRA, K. B. V.	Qualis nao identificado	VIII Salão Internacional de Ensino, Pesquisa e Extensão, 2016, Uruguaiana. SALÃO DE PESQUISA - Orais
resumoExpandidoEmCongresso	Karla Beatriz Vivian Silveira	2016	MODELO DO CUSTO DA PRODUÇÃO DO LITRO DE LEITE	VIII Salão Internacional de Ensino, Pesquisa e Extensão, 2016, Uruguaiana. SALÃO DE PESQUISA - Orais	DIAS, N. C. ; SILVEIRA, K. B. V.	Qualis nao identificado	VIII Salão Internacional de Ensino, Pesquisa e Extensão, 2016, Uruguaiana. SALÃO DE PESQUISA - Orais
resumoExpandidoEmCongresso	Karla Beatriz Vivian Silveira	2016	INTEGRAÇÃO POR PARTES: RESOLUÇÃO DE INTEGRAIS IMPRÓPRIAS PARA A OBTENÇÃO DO DÉBITO CARDÍACO	VIII Salão Internacional de Ensino, Pesquisa e Extensão, 2016, Uruguaiana. SALÃO DE PESQUISA - Orais	ALDERETE, A. C. ; SILVEIRA, K. B. V.	Qualis nao identificado	VIII Salão Internacional de Ensino, Pesquisa e Extensão, 2016, Uruguaiana. SALÃO DE PESQUISA - Orais
resumoExpandidoEmCongresso	Karla Beatriz Vivian Silveira	2016	UMA NOVA PERSPECTIVA PARA PRODUÇÃO DE HORTALIÇAS SUSTENTÁVEL: ROBÔ COM SENSORES PARA MEDIR VARIÁVEIS AMBIENTAIS	VIII Salão Internacional de Ensino, Pesquisa e Extensão, 2016, Uruguaiana. SALÃO DE PESQUISA - Orais	ARRUDA, S. F. ; MUNIEWEG, R. A. ; MEUS, E. N. ; SILVEIRA, K. B. V.	Qualis nao identificado	VIII Salão Internacional de Ensino, Pesquisa e Extensão, 2016, Uruguaiana. SALÃO DE PESQUISA - Orais
resumoExpandidoEmCongresso	Karla Beatriz Vivian Silveira	2016	REDUÇÃO DO CONSUMO DE ENERGIA NA UNIPAMPA: AQUECIMENTO DE ÁGUA NA SEDE DO CAMPUS ITAQUI	VIII Salão Internacional de Ensino, Pesquisa e Extensão, 2016, Uruguaiana. SALÃO DE PESQUISA - Orais	HAJAR, E. S. A. ; SILVEIRA, K. B. V.	Qualis nao identificado	VIII Salão Internacional de Ensino, Pesquisa e Extensão, 2016, Uruguaiana. SALÃO DE PESQUISA - Orais
artigoEmPeriodico	Leugim Corteze Romio	2018	2179-460X		Nova Abordagem para a Estimativa do Fluxo de Calor no Solo para o Bioma Pampa	CIÊNCIA E NATURA	ROMIO, L. C.; ZIMMER, T. ; ROBERTI, D. R. ; BULIGON, L.	C	
artigoEmPeriodico	Leugim Corteze Romio	2016	2525-4782		Estimativa do Saldo de Radiação Utilizando Identificação de Sistemas	Revista Mundi Engenharia, Tecnologia e Gestão	ROMIO, L. C.; ROBERTI, D. R.	Qualis nao identificado	Revista Mundi Engenharia, Tecnologia e Gestão
trabalhoCompletoEmCongresso	Leugim Corteze Romio	2018		Modelo Empírico para Estimativa da Condutividade Térmica em Função do Conteúdo de Água no Solo	8. MCSul e VIII SEMENGO	ROMIO, L. C.; ZIMMER, T. ; ROBERTI, D. R. ; BULIGON, L.	Qualis nao identificado	8. MCSul e VIII SEMENGO
trabalhoCompletoEmCongresso	Leugim Corteze Romio	2017		Nova Abordagem para a Estimativa do Fluxo de Calor no Solo para o Bioma Pampa	X Workshop Brasileiro de Micrometeorologia	ROMIO, L. C.; ZIMMER, T. ; ROBERTI, D. R. ; BULIGON, L.	Qualis nao identificado	X Workshop Brasileiro de Micrometeorologia
trabalhoCompletoEmCongresso	Leugim Corteze Romio	2017		Estudo da Condutividade Térmica do Solo em Relação ao Teor de Umidade no Solo em uma Área de Pastagem no Bioma Pampa	X Workshop Brasileiro de Micrometeorologia	ZIMMER, T. ; SOUZA, V. A. ; ROMIO, L. C. ; BULIGON, L. ; ROBERTI, D. R. ; MOREIRA, V. S.	Qualis nao identificado	X Workshop Brasileiro de Micrometeorologia
trabalhoCompletoEmCongresso	Leugim Corteze Romio	2017		Potenciação: Análise de Livros Didáticos dos Anos Finais do Ensino Fundamental e 1. Ano do Ensino Médio	VII Congresso Internacional em Ensino de Matemática - CIEM	LUNARDI, M. M. ; ROMIO, L. C.	Qualis nao identificado	VII Congresso Internacional em Ensino de Matemática - CIEM
trabalhoCompletoEmCongresso	Leugim Corteze Romio	2017		Estudo do Conceito de Taxa de Variação: Análise de Livros Didáticos do Ensino Médio	VII Congresso Internacional em Ensino de Matemática - CIEM	RIOS, D. M. ; ROMIO, L. C.	Qualis nao identificado	VII Congresso Internacional em Ensino de Matemática - CIEM
trabalhoCompletoEmCongresso	Leugim Corteze Romio	2017		Diferentes Interpretações do Número Racional: Uma Análise de Livros Didáticos	VII Congresso Internacional em Ensino de Matemática - CIEM	STIVANIN, V. P. ; SOARES, M. A. S. ; ROMIO, L. C.	Qualis nao identificado	VII Congresso Internacional em Ensino de Matemática - CIEM
trabalhoCompletoEmCongresso	Leugim Corteze Romio	2016		Geometria Espacial: Mapeamento das Produções Brasileiras relacionadas ao Pensamento Geométrico	VI Jornada Nacional de Educação Matemática - JEM e XIX Jornada Regional de Educação Matemática	FERNER, D. L. ; ROMIO, L. C. ; SOARES, M. A. S.	Qualis nao identificado	VI Jornada Nacional de Educação Matemática - JEM e XIX Jornada Regional de Educação Matemática
trabalhoCompletoEmCongresso	Leugim Corteze Romio	2016		Números Racionais: Um Mapeamento em Revistas Eletrônicas de Educação Matemática	VI Jornada Nacional de Educação Matemática - JEM e XIX Jornada Regional de Educação Matemática	STIVANIN, V. P. ; SOARES, M. A. S. ; ROMIO, L. C.	Qualis nao identificado	VI Jornada Nacional de Educação Matemática - JEM e XIX Jornada Regional de Educação Matemática
trabalhoCompletoEmCongresso	Leugim Corteze Romio	2016		O Conceito de Função Exponencial e Logarítmica nas Pesquisas em Educação Matemática: Um Olhar para o Ensino Médio Regular	VI Jornada Nacional de Educação Matemática - JEM e XIX Jornada Regional de Educação Matemática	SILVA, J. G. ; MINHOS, M. R. ; SOARES, M. A. S. ; ROMIO, L. C.	Qualis nao identificado	VI Jornada Nacional de Educação Matemática - JEM e XIX Jornada Regional de Educação Matemática
trabalhoCompletoEmCongresso	Leugim Corteze Romio	2016		Formação Matemática de Professores Polivalentes: Uma Reflexão acerca de Produções Brasileiras	XII Encontro Nacional de Educação Matemática - XII ENEM	CERETA, A. S. ; ROMIO, L. C. ; MARIANI, R. C. P.	Qualis nao identificado	XII Encontro Nacional de Educação Matemática - XII ENEM
trabalhoCompletoEmCongresso	Leugim Corteze Romio	2016		Formação de Professores Polivalentes: Uma Pesquisa acerca do Conhecimento Matemático	XII Encontro Nacional de Educação Matemática - XII ENEM	DICETTI, T. S. ; CERETA, A. S. ; ROMIO, L. C. ; MARIANI, R. C. P.	Qualis nao identificado	XII Encontro Nacional de Educação Matemática - XII ENEM
trabalhoCompletoEmCongresso	Leugim Corteze Romio	2016		Geometria Espacial: Análise de uma Coleção de Livros Didáticos do Ensino Médio	XII Encontro Nacional de Educação Matemática - XII ENEM	FERNER, D. L. ; ROMIO, L. C. ; SOARES, M. A. S. ; MARIANI, R. C. P.	Qualis nao identificado	XII Encontro Nacional de Educação Matemática - XII ENEM
trabalhoCompletoEmCongresso	Leugim Corteze Romio	2016		Elaboração de Ferramenta para Realização do Cadastro Técnico Multifinalitário	12. Congresso de Cadastro Técnico Multifinalitário e Gestão Territorial - COBRAC	OGASSAWARA, J. F. ; KOLLAND JR, M. ; ROMIO, L. C. ; LOPES, A. B. ; SILVA, R. M.	Qualis nao identificado	12. Congresso de Cadastro Técnico Multifinalitário e Gestão Territorial - COBRAC
trabalhoCompletoEmCongresso	Leugim Corteze Romio	2016		Estimativa do Saldo de Radiação utilizando Identificação de Sistemas	7. MCSul - Conferência Sul em Modelagem Computacional	ROMIO, L. C.; ROBERTI, D. R.	Qualis nao identificado	7. MCSul - Conferência Sul em Modelagem Computacional
artigoEmPeriodico	Nathan Bastos de Souza	2018	2237-6844		Reflexões enunciativas acerca do ensino na área de linguagem: entendendo projetos de dizer	POLIFONIA: ESTUDOS DA LINGUAGEM	SOUZA, N.B.; GIOVANI, F.	B3	
artigoEmPeriodico	Nathan Bastos de Souza	2018	2238-3026		A enunciação tonitruante do discurso de militância em ??Solo le pido a dios?, de León Gieco	ABEHACHE	SOUZA, N.B	Qualis nao identificado	ABEHACHE
artigoEmPeriodico	Nathan Bastos de Souza	2018	2525-7870		'Amutuy, soledad': um estudo das estratégias identitárias na canção de Marcel Berbel	RELACult - Revista Latino-Americana de Estudos em Cultura e Sociedade	SOUZA, N.B	C	RELACULT - REVISTA LATINO-AMERICANA DE ESTUDOS EM CULTURA E SOCIEDADE
artigoEmPeriodico	Nathan Bastos de Souza	2018	1807-5193		Reviver a tradição, reinventar seus heróis:o discurso do folclore jovem e a cultura popular	Letra Magna (Online)	SOUZA, N.B	Qualis nao identificado	Letra Magna (Online)
artigoEmPeriodico	Nathan Bastos de Souza	2017	2176-8625		Una experiencia de enseñanza de lengua española (LE) en un contexto de extensión universitaria a través de la producción de materiales didácticos	CAMINHOS EM LINGUÍSTICA APLICADA	SOUZA, N.B.; ALVAREZ, I.M.J.	B3	
artigoEmPeriodico	Nathan Bastos de Souza	2017	1983-8018		Matriculo-me, logo existo: efeitos do verbal e do não-verbal na produção de sentidos	REVISTA DE LETRAS NORTE@MENTOS	SOUZA, N.B.; SILVEIRA, E.L.	C	
artigoEmPeriodico	Nathan Bastos de Souza	2017	2316-1795		O dado singular que ilumina o percurso: uma análise indiciária da elaboração didática de oficinas de linguagem com base nos gêneros discursivos	Diálogo das Letras	GIOVANI, F. ; SOUZA, N.B.	B1	DIÁLOGO DAS LETRAS
artigoEmPeriodico	Nathan Bastos de Souza	2017	2238-8060	http://dx.doi.org/10.18468/letras.2017v7n3.p341-361	'Dureza: a única máscara possível' - Um estudo de Vidas Secas, de Graciliano Ramos	LETRAS ESCREVE	SOUZA, N.B	Qualis nao identificado	LETRAS ESCREVE
artigoEmPeriodico	Nathan Bastos de Souza	2017	1807-9717		As metacanções e a acumulação de sentidos sobre o ato de cantar na canção folclórica argentina	MEMENTO (TRÊS CORAÇÕES)	SOUZA, N.B	Qualis nao identificado	MEMENTO (TRÊS CORAÇÕES)
artigoEmPeriodico	Nathan Bastos de Souza	2017	2316-1795		Os percursos éticos do cantar no discurso de denúncia social em três canções de protesto	Diálogo das Letras	SOUZA, N.B.; MIOTELLO, V.	B1	DIÁLOGO DAS LETRAS
artigoEmPeriodico	Nathan Bastos de Souza	2016	1807-6211		Estudar com Bakhtin na fronteira:alguns dizeres (im)pertinentes sobre o nosso cronotopo	Aleph (UFF. Online)	GEBAP, P. ; GIOVANI, F. ; CAMARGOS, M. L. ; SOUZA, N.B. ; GOULART, R.K.T. ; OLIVEIRA, N. R. M. ; SANDIM, R. ; SCHENKEL, J.B. ; JACINTO, N.	Qualis nao identificado	Aleph (UFF. Online)
artigoEmPeriodico	Nathan Bastos de Souza	2016	2238-6084		O texto da criança e a mistura de vozes na sua escritura: questões de estética, de dialogismo e de polifonia	Revista Educação e Linguagens	GIOVANI, F. ; CAMARGOS, M. L. ; SOUZA, N.B.	B3	REVISTA EDUCAÇÃO E LINGUAGENS
artigoEmPeriodico	Patricia Pujol Goulart Carpes	2018	2594-4576		Geometria analítica no Ensino Superior: uma proposta de ensino híbrido	Revista Educacional Interdisciplinar	CARPES, P.P.G; NUNES, J. F. ; MARQUES, I. L. ; BISOGNIN, E.	B4	REVISTA EDUCACIONAL INTERDISCIPLINAR
trabalhoCompletoEmCongresso	Patricia Pujol Goulart Carpes	2018		UMA PROPOSTA PARA A COMPREENSÃO DA FUNÇÃO AFIM A PARTIR DA TEORIA DOS REGISTROS DE REPRESENTAÇÃO SEMIÓTICA	VII JORNADA NACIONAL DA EDUCAÇÃO MATEMÁTICA	CARPES, P.P.G; SANTOS, G. C.	Qualis nao identificado	VII JORNADA NACIONAL DA EDUCAÇÃO MATEMÁTICA
trabalhoCompletoEmCongresso	Patricia Pujol Goulart Carpes	2018		Mapeamento de pesquisas sobre o enfoque ontosemiótico: implicações e contribuições	VII Jornada da Educação Matemática	CARPES, P.P.G; PIGATTO, A. G. S. ; BISOGNIN, E.	Qualis nao identificado	VII Jornada da Educação Matemática
trabalhoCompletoEmCongresso	Patricia Pujol Goulart Carpes	2018		INTERPRETANDO OS NÚMEROS RACIONAIS: UMA PROPOSTA DE COMPREENSÃO COM PROFESSORES DE MATEMÁTICA	Simpósio de Ensino	CARPES, P.P.G; BISOGNIN, E.	Qualis nao identificado	Simpósio de Ensino
trabalhoCompletoEmCongresso	Patricia Pujol Goulart Carpes	2017		EXPLORAÇÃO DAS INTERPRETAÇÕES DOS NÚMEROS RACIONAIS POR MEIO DO FRAC-SOMA 235: REFLEXÕES PERANTE A PRÁXIS DE UMA OFICINA	Congresso Internacional de Ensino de Matemática	FERNER, D. L. ; CERETA, A. S. ; CARPES, P.P.G	Qualis nao identificado	Congresso Internacional de Ensino de Matemática
trabalhoCompletoEmCongresso	Patricia Pujol Goulart Carpes	2017		EXPLORAÇÃO DAS RELAÇÕES TRIGONOMÉTRICAS SOB A ÓTICA DA TEORIA DOS CAMPOS CONCEITUAIS	Congresso Internacional de Ensino de Matemática	CERETA, A. S. ; FERNER, D. L. ; CARPES, P.P.G	Qualis nao identificado	Congresso Internacional de Ensino de Matemática
trabalhoCompletoEmCongresso	Patricia Pujol Goulart Carpes	2017		A ABORDAGEM DO CONCEITO DE NÚMEROS RACIONAIS: EXPLORANDO O SOFTWARE JFRACTIONLAB	Congresso Internacional de Ensino de Matemática	TRINDADE, D. S. ; SANTOS, P. A. ; CARPES, P.P.G	Qualis nao identificado	Congresso Internacional de Ensino de Matemática
trabalhoCompletoEmCongresso	Patricia Pujol Goulart Carpes	2017		MAPEAMENTO DE PESQUISAS SOBRE NÚMEROS RACIONAIS: ANÁLISE DAS ABORDAGENS E TENDÊNCIAS EM TESES DE DOUTORADO	Simpósio de Ensino	CARPES, P.P.G; BISOGNIN, E. ; PIGATTO, A. G. S.	Qualis nao identificado	Simpósio de Ensino
trabalhoCompletoEmCongresso	Patricia Pujol Goulart Carpes	2017		EPISTEMOLOGIA HEURISTICA, ENSINO DE MATEMATICA E A CONSTRUÇÃO AXIOMÁTICA DOS NÚMEROS NATURAIS	Simpósio de Ensino	CARPES, P.P.G; ALVES, M. A.	Qualis nao identificado	Simpósio de Ensino
resumoExpandidoEmCongresso	Patricia Pujol Goulart Carpes	2017	NOÇÕES DE FUNÇÃO: ANÁLISE DE LIVRO DIDÁTICO	IX Salão de Ensino, Pesquisa e Extensão, 2017, Santana do Livramento. Anais do IX Salão de Ensino, Pesquisa e Extensão	SANTOS, G. N. ; CARPES, P.P.G	Qualis nao identificado	IX Salão de Ensino, Pesquisa e Extensão, 2017, Santana do Livramento. Anais do IX Salão de Ensino, Pesquisa e Extensão
resumoExpandidoEmCongresso	Patricia Pujol Goulart Carpes	2017	INTERPRETAÇÃO DE GRÁFICOS NO ENSINO MÉDIO	IX Salão Internacional de Ensino, Pesquisa e Extensão, 2017, Santana do Livramento. Anais do IX Salão Internacional de Ensino, Pesquisa e Extensão	SANTOS, G. C. ; CARPES, P.P.G	Qualis nao identificado	IX Salão Internacional de Ensino, Pesquisa e Extensão, 2017, Santana do Livramento. Anais do IX Salão Internacional de Ensino, Pesquisa e Extensão
resumoExpandidoEmCongresso	Patricia Pujol Goulart Carpes	2017	JOGOS LÓGICOS MATEMÁTICOS: UMA FORMA LÚDICA DE ENSINAR	IX Salão Internacional de Ensino, Pesquisa e Extensão, 2017, Santana do Livramento. Anais do IX Salão Internacional de Ensino, Pesquisa e Extensão	ALDERETE, K. C. ; CARPES, P.P.G ; NUNES, A. E. S. ; ALDERETE, R. B. ; TOJA, L.	Qualis nao identificado	IX Salão Internacional de Ensino, Pesquisa e Extensão, 2017, Santana do Livramento. Anais do IX Salão Internacional de Ensino, Pesquisa e Extensão
resumoExpandidoEmCongresso	Patricia Pujol Goulart Carpes	2017	O ENSINO DE SIMETRIA POR MEIO DA RESOLUÇÃO DE PROBLEMAS COM MOSAICOS	IX Salão Internacional de Ensino, Pesquisa e Extensão, 2017, Santana do Livramento. Anais do IX Salão Internacional de Ensino, Pesquisa e Extensão	SANTOS, P. A. ; CARPES, P.P.G	Qualis nao identificado	IX Salão Internacional de Ensino, Pesquisa e Extensão, 2017, Santana do Livramento. Anais do IX Salão Internacional de Ensino, Pesquisa e Extensão
resumoExpandidoEmCongresso	Patricia Pujol Goulart Carpes	2017	O RACIOCÍNIO PROBABILÍSTICO DESENVOLVIDO ATRAVÉS DO JOGO	IX Salão Internacional de Ensino, Pesquisa e Extensão, 2017, Santana do Livramento. Anais IX Salão Internacional de Ensino, Pesquisa e Extensão	AZEVEDO, P. M. ; LUNARDI, M. M. ; CARPES, P.P.G	Qualis nao identificado	IX Salão Internacional de Ensino, Pesquisa e Extensão, 2017, Santana do Livramento. Anais IX Salão Internacional de Ensino, Pesquisa e Extensão
resumoExpandidoEmCongresso	Patricia Pujol Goulart Carpes	2017	DIFERENTES OLHARES PARA OS NÚMEROS RACIONAIS EM UM CURSO DE FORMAÇÃO	9 Salão de Ensino, Pesquisa e Extensão, 2017, Santana do Livramento. Anais do IX Salão de Ensino, Pesquisa e Extensão	RAYLLA, K. ; LEAO, A. S. G. ; MUZY, G. A. ; CARPES, P.P.G	Qualis nao identificado	9 Salão de Ensino, Pesquisa e Extensão, 2017, Santana do Livramento. Anais do IX Salão de Ensino, Pesquisa e Extensão
resumoExpandidoEmCongresso	Patricia Pujol Goulart Carpes	2016	Equação do 1º grau: uma proposta de retomada através de jogos	Salão Internacional de Ensino, Pesquisa e Extensão, 2016, Uruguaiana. Anais do Salão Internacional de Ensino, Pesquisa e Extensão	SOARES JUNIOR, E. S. ; PERES, D. G. ; CARPES, P.P.G	Qualis nao identificado	Salão Internacional de Ensino, Pesquisa e Extensão, 2016, Uruguaiana. Anais do Salão Internacional de Ensino, Pesquisa e Extensão
resumoExpandidoEmCongresso	Patricia Pujol Goulart Carpes	2016	INTRODUÇÃO DO SOFTWARE GEOGEBRA 3D NO ENSINO MÉDIO: UMA PROPOSTA COLABORATIVA DO PIBID	Salão Internacional de Ensino, Pesquisa e Extensão, 2016, Uruguaiana. Anais do Salão Internacional de Ensino, Pesquisa e Extensão	BRAGANCA, G. M. ; SANTOS, G. N. ; CARPES, P.P.G	Qualis nao identificado	Salão Internacional de Ensino, Pesquisa e Extensão, 2016, Uruguaiana. Anais do Salão Internacional de Ensino, Pesquisa e Extensão
resumoExpandidoEmCongresso	Patricia Pujol Goulart Carpes	2016	Percepção dos acadêmicos em relação ao uso do software GeoGebra na abordagem de jogos	Salão Internacional de Ensino, Pesquisa e Extensão, 2016, Uruguaiana. Anais do Salão Internacional de Ensino, Pesquisa e Extensão	SANTOS, P. A. ; CARPES, P.P.G ; CERETA, A. S. ; TRINDADE, D. S. ; FERNER, D. L. ; STIVANIN, V. P.	Qualis nao identificado	Salão Internacional de Ensino, Pesquisa e Extensão, 2016, Uruguaiana. Anais do Salão Internacional de Ensino, Pesquisa e Extensão
resumoExpandidoEmCongresso	Patricia Pujol Goulart Carpes	2016	INVESTIGAÇÃO SOBRE OS SUBSUNÇORES DE GEOMETRIA PRESENTES NOS ESTUDANTES DO ENSINO MÉDIO	Salão Internacional de Ensino, Pesquisa e Extensão, 2016, Uruguaiana. Anais do Salão Internacional de Ensino, Pesquisa e Extensão	SILVA, A. L. ; CARPES, P.P.G ; SANTOS, G. N. ; LEAO, A. S. G.	Qualis nao identificado	Salão Internacional de Ensino, Pesquisa e Extensão, 2016, Uruguaiana. Anais do Salão Internacional de Ensino, Pesquisa e Extensão
resumoExpandidoEmCongresso	Patricia Pujol Goulart Carpes	2016	POTENCIALIZANDO O CONCEITO DE NÚMEROS NATURAIS POR MEIO DA RESOLUÇÃO DE PROBLEMAS	Salão Internacional de Ensino, Pesquisa e Extensão, 2016, Uruguaiana. Anais do Salão Internacional de Ensino, Pesquisa e Extensão	TRINDADE, D. S. ; CARPES, P.P.G	Qualis nao identificado	Salão Internacional de Ensino, Pesquisa e Extensão, 2016, Uruguaiana. Anais do Salão Internacional de Ensino, Pesquisa e Extensão
artigoEmPeriodico	Radael de Souza Parolin	2016	2304-0106		Aplicaciones de Inteligencia Artificial y Mineria de Datos a Diagnóstico de Fallos y Estimación de Parámetros	Anales de la Academia de Ciencias de Cuba	SANTIAGO, O. L. ; MORENO, A. P. ; ECHEVARRÍA, L. C. ; LAZARO, J. M. B. ; MESA, M. I. ; VICIEDO, E. B. ; RAMOS, A. R. ; GRUEIRO, M. Q. ; FAJARDO, J. A. H. ; SANCHEZ, D. J. ; SILVA NETO, A. J. ; CÂMARA, L. D. T. ; RODRIGUES, P. P. G. W. ; PAROLIN, R. S. ; MORENO, E. G. ; ANGLADA, F. M. ; CAMPOS VELHO, H. F. ; BECCENERI, J. C. ; MENDEZ, J. F. ; CRUZ, A. M. ; VIZCAYA, M. T. ; RAMIREZ, C. H.	Qualis nao identificado	Anales de la Academia de Ciencias de Cuba
resumoExpandidoEmCongresso	Radael de Souza Parolin	2017	Curiosidades Matemáticas como Forma de Despertar o Interesse dos Jovens na Ciência e Profissão	Salão Internacional de Ensino, Pesquisa e Extensão, 2017, Santana do Livramento. Anais do Salão Internacional de Ensino, Pesquisa e Extensão	BARATTO, P. F. B. ; PAROLIN, R. S.	Qualis nao identificado	Salão Internacional de Ensino, Pesquisa e Extensão, 2017, Santana do Livramento. Anais do Salão Internacional de Ensino, Pesquisa e Extensão
resumoExpandidoEmCongresso	Radael de Souza Parolin	2016	Universidade e Escola: Divulgar para Motivar	Salão Internacional de Ensino, Pesquisa e Extensão, 2016, Uruguaiana. Anais do Salão Internacional de Ensino, Pesquisa e Extensão	LEON, F. A. ; PAROLIN, R. S. ; CARPES, C. Q. ; CARPES, P. P. G.	Qualis nao identificado	Salão Internacional de Ensino, Pesquisa e Extensão, 2016, Uruguaiana. Anais do Salão Internacional de Ensino, Pesquisa e Extensão
resumoExpandidoEmCongresso	Radael de Souza Parolin	2016	Funções a partir de Grandezas Geométricas II	Salão Internacional de Ensino, Pesquisa e Extensão, 2016, Uruguaiana. Anais do Salão Internacional de Ensino, Pesquisa e Extensão	MARTINS, V. E. ; PAROLIN, R. S.	Qualis nao identificado	Salão Internacional de Ensino, Pesquisa e Extensão, 2016, Uruguaiana. Anais do Salão Internacional de Ensino, Pesquisa e Extensão
resumoExpandidoEmCongresso	Radael de Souza Parolin	2016	Monitoria de Componentes Curriculares de Cálculo Diferencial e Integral na UNIPAMPA - Campus Itaqui	Salão Internacional de Ensino, Pesquisa e Extensão, 2016, Uruguaiana. Anais do Salão Internacional de Ensino, Pesquisa e Extensão	KELLER, K. M. ; PAROLIN, R. S.	Qualis nao identificado	Salão Internacional de Ensino, Pesquisa e Extensão, 2016, Uruguaiana. Anais do Salão Internacional de Ensino, Pesquisa e Extensão
resumoExpandidoEmCongresso	Radael de Souza Parolin	2016	Índices de Desempenho da Educação Básica no Município de Itaqui	I Mostra de Extensão da Unipampa - Campus Itaqui, 2016, Itaqui. Anais da I Mostra de Extensão da Unipampa - Campus Itaqui	LEON, F. A. ; PAROLIN, R. S. ; CARPES, C. Q.	Qualis nao identificado	I Mostra de Extensão da Unipampa - Campus Itaqui, 2016, Itaqui. Anais da I Mostra de Extensão da Unipampa - Campus Itaqui
