0,0
0,0
-28.6583059,-56.0041451
0,0
-31.3040566,-54.0697785
-29.7619121,-57.0858428
-31.3040566,-54.0697785
-29.1294007,-56.5481122
-31.3040566,-54.0697785
0,0
-29.7619121,-57.0858428
0,0
-31.3040566,-54.0697785
0,0
0,0
0,0
0,0
-29.1294007,-56.5481122
-32.3385963,-53.4770359
-32.3385963,-53.4770359
0,0
0,0
-22.8611732,-43.4524950
-31.3040566,-54.0697785
-28.6583059,-56.0041451
0,0
-31.3040566,-54.0697785
0,0
0,0
0,0
-28.6583059,-56.0041451
0,0
0,0
0,0
0,0
0,0
-32.3385963,-53.4770359
0,0
-32.3385963,-53.4770359
0,0
0,0
0,0
0,0
-32.3385963,-53.4770359
0,0
0,0
-28.6583059,-56.0041451
0,0
0,0
0,0
0,0
0,0
-32.3385963,-53.4770359
0,0
0,0
-28.6583059,-56.0041451
0,0
-31.3040566,-54.0697785
0,0
0,0
0,0
-32.3385963,-53.4770359
0,0
0,0
-32.3385963,-53.4770359
-29.1294007,-56.5481122
0,0
0,0
0,0
-31.3040566,-54.0697785
-28.6583059,-56.0041451
-32.3385963,-53.4770359
0,0
0,0
-32.3385963,-53.4770359
0,0
0,0
0,0
0,0
0,0
0,0
-31.3040566,-54.0697785
-29.1294007,-56.5481122
-32.3385963,-53.4770359
0,0
0,0
-25.4068905,-49.2514288
-31.7781937,-52.3370759
0,0
-31.3040566,-54.0697785
0,0
-31.3040566,-54.0697785
-29.1294007,-56.5481122
0,0
0,0
0,0
-31.3040566,-54.0697785
0,0
-28.6583059,-56.0041451
-31.3040566,-54.0697785
-31.3040566,-54.0697785
0,0
-31.3040566,-54.0697785
-28.6583059,-56.0041451
-31.3040566,-54.0697785
0,0
0,0
-31.3040566,-54.0697785
-29.7619121,-57.0858428
-31.3040566,-54.0697785
0,0
-29.7619121,-57.0858428
-32.3385963,-53.4770359
-29.1294007,-56.5481122
-31.3040566,-54.0697785
0,0
0,0
-31.3040566,-54.0697785
0,0
-31.3040566,-54.0697785
-32.3385963,-53.4770359
0,0
-31.3040566,-54.0697785
0,0
0,0
0,0
-31.3040566,-54.0697785
-32.3385963,-53.4770359
-29.7619121,-57.0858428
0,0
-29.7619121,-57.0858428
-30.0056799,-51.1995032
0,0
-31.3040566,-54.0697785
0,0
-28.6583059,-56.0041451
0,0
0,0
0,0
0,0
-31.3040566,-54.0697785
0,0
-29.1294007,-56.5481122
0,0
0,0
-32.3385963,-53.4770359
-28.6583059,-56.0041451
-32.3385963,-53.4770359
0,0
-29.1294007,-56.5481122
-31.3040566,-54.0697785
0,0
0,0
-31.3040566,-54.0697785
-32.3385963,-53.4770359
0,0
-32.3385963,-53.4770359
