-29.7209308,-53.7098032
0,0
0,0
0,0
-31.3040566,-54.0697785
0,0
0,0
-32.3385963,-53.4770359
0,0
0,0
-32.3385963,-53.4770359
0,0
0,0
0,0
0,0
-29.7209308,-53.7098032
0,0
-32.3385963,-53.4770359
0,0
0,0
0,0
0,0
-31.7781937,-52.3370759
0,0
-32.3385963,-53.4770359
0,0
-28.6583059,-56.0041451
0,0
0,0
0,0
-29.1294007,-56.5481122
-28.6583059,-56.0041451
-31.3040566,-54.0697785
0,0
-28.6583059,-56.0041451
0,0
-28.6583059,-56.0041451
-31.3040566,-54.0697785
-27.6052801,-48.5237246
0,0
-29.7619121,-57.0858428
-29.7619121,-57.0858428
0,0
-32.3385963,-53.4770359
-31.3040566,-54.0697785
-32.3385963,-53.4770359
-29.1294007,-56.5481122
0,0
0,0
-28.6583059,-56.0041451
0,0
-31.3040566,-54.0697785
0,0
0,0
-31.3040566,-54.0697785
0,0
-32.3385963,-53.4770359
-31.3040566,-54.0697785
-29.7209308,-53.7098032
0,0
0,0
0,0
-32.3385963,-53.4770359
0,0
-32.3385963,-53.4770359
0,0
0,0
-5.8486753,-35.2024819
0,0
0,0
0,0
-29.7619121,-57.0858428
0,0
0,0
0,0
0,0
-31.3040566,-54.0697785
0,0
-31.3040566,-54.0697785
0,0
0,0
-31.3040566,-54.0697785
0,0
0,0
-29.7619121,-57.0858428
-31.3040566,-54.0697785
0,0
-32.3385963,-53.4770359
0,0
0,0
-32.0392045,-52.0824753
0,0
0,0
0,0
0,0
0,0
-31.3040566,-54.0697785
0,0
0,0
-30.0606457,-51.1743354
-30.0056799,-51.1995032
0,0
0,0
-31.3040566,-54.0697785
0,0
-32.3385963,-53.4770359
0,0
0,0
-31.3040566,-54.0697785
-31.3040566,-54.0697785
-28.6583059,-56.0041451
-29.1294007,-56.5481122
0,0
0,0
-28.6583059,-56.0041451
-29.7209308,-53.7098032
0,0
0,0
0,0
-32.3385963,-53.4770359
-29.1294007,-56.5481122
0,0
-32.3385963,-53.4770359
-29.7209308,-53.7098032
0,0
-31.3040566,-54.0697785
0,0
-31.3040566,-54.0697785
-31.3040566,-54.0697785
0,0
-29.7619121,-57.0858428
-32.3385963,-53.4770359
-29.1294007,-56.5481122
-28.6583059,-56.0041451
-32.3385963,-53.4770359
0,0
0,0
0,0
0,0
-29.7619121,-57.0858428
0,0
0,0
-31.3040566,-54.0697785
-32.3385963,-53.4770359
0,0
0,0
0,0
0,0
0,0
-31.3040566,-54.0697785
0,0
-31.3040566,-54.0697785
-29.1294007,-56.5481122
0,0
-31.3040566,-54.0697785
0,0
0,0
0,0
-31.3040566,-54.0697785
0,0
0,0
0,0
0,0
-29.1294007,-56.5481122
-31.3040566,-54.0697785
0,0
-28.6583059,-56.0041451
0,0
0,0
0,0
0,0
0,0
-31.3040566,-54.0697785
0,0
0,0
0,0
0,0
0,0
-31.3040566,-54.0697785
-31.3040566,-54.0697785
0,0
0,0
0,0
0,0
0,0
-31.3040566,-54.0697785
0,0
0,0
-31.3040566,-54.0697785
0,0
0,0
-31.3040566,-54.0697785
-31.3040566,-54.0697785
-31.3040566,-54.0697785
0,0
-32.3385963,-53.4770359
0,0
0,0
0,0
0,0
0,0
0,0
-32.3385963,-53.4770359
-32.3385963,-53.4770359
-32.0748770,-52.1659699
0,0
0,0
-31.3040566,-54.0697785
0,0
-31.3040566,-54.0697785
0,0
