artigoEmPeriodico	Aden Rodrigues Pereira	2017	2526-978X		Mary Wollstonecraft e a conquista dos direitos femininos	NEOLOGUS	PEREIRA, A		
artigoEmPeriodico	Aden Rodrigues Pereira	2017	2357-9099		Conscienciograma sem drama: identificação de traços enquanto ferramentatécnica para autoprescrições recinológicas	GLASNOST	PEREIRA, A. R.; KAUATI, A. ; SEBERINO, R. ; MAZZINI, J. M. ; NIETO, M. ; DENK, A. ; ESTEVES, M. M. ; REZENDE, R. ; LARANJEIRA, E.		
artigoEmPeriodico	Aden Rodrigues Pereira	2017	2318-2741		Tradução como ferramenta para ampliação da erudição	Revista de Parapedagogia	PEREIRA, A		
artigoEmPeriodico	Aden Rodrigues Pereira	2016	2318-2741		Autorreeducação através da docência conscienciológica e o efeito halo nas reciclagens discentes	Revista de Parapedagogia	PEREIRA, A. R.; FREIRE, P. ; AMENDOLA, N. ; WOJSLAW, E. B. ; ROYER, V. ; GOMES, C. ; CARDOSO, F. R. ; ROSENDO, M. ; MAZZINI, M. C. R. ; TSCHUD, R. ; WAGNER, C. ; CORREA, A. ; FREDERICO, L. R. ; MACEDO FILHA, E. L. ; ROYER, J.		
artigoEmPeriodico	Adriana Bozzetto	2016	1413-4519		Família como interlocutora do projeto musical dos filhos: um estudo a partir da socialização musical de crianças e jovens em uma orquestra	CADERNOS CERU (USP)	BOZZETTO, Adriana		
resumoExpandidoEmCongresso	Adriana Bozzetto	2016	Formação musical de crianças e jovens no espaço socializador de uma orquestra: diferentes caminhos e olhares para a profissionalização	XIII Encontro Nacional de História Oral, 2016, Porto Alegre. História Oral, Práticas Educacionais e Interdisciplinaridade	BOZZETTO, Adriana		
artigoEmPeriodico	Adriana Hartemink Cantini	2018	1516-0351	http://dx.doi.org/10.12957/rqi.2018.29106	Por que estão me internando? Um estudo sobre os critérios utilizados para a imposição da medida socioeducativa de internação na comarca de São Borja	REVISTA QUAESTIO IURIS	CANTINI, ADRIANA HARTEMINK; VITÓRIO, VANIA CRISTINA RODRIGUES		
artigoEmPeriodico	Adriana Hartemink Cantini	2018	2447-0244		O Serviço Social e o Campo da Educação: contribuições para uma cultura da paz	MISSÕES: REVISTA DE CIÊNCIAS HUMANAS E SOCIAIS	OLIVEIRA, Simone Barros ; CANTINI, Hartemink, Adriana ; SANTOS, Ana Carolina Vaz dos		
artigoEmPeriodico	Adriana Hartemink Cantini	2018	2447-0244		Desconstruindo a concepção de direitos humanos e compreendendo o sistema de proteção	MISSÕES: REVISTA DE CIÊNCIAS HUMANAS E SOCIAIS	CANTINI, Hartemink, Adriana; OLIVEIRA, Simone Barros		
artigoEmPeriodico	Adriana Hartemink Cantini	2017	1807-1260		A política pública da mediação e da conciliação na fronteira Brasil-Argentina	Intellector (CENEGRI)	CANTINI, Hartemink, Adriana; ESPINDOLA, C. C. ; ALLENDE, M. P.		
trabalhoCompletoEmCongresso	Adriana Hartemink Cantini	2016		Fórum Permanente de Direitos Humanos Brasil/Argentina: O relato de uma experiência	8º congresso Internacional CEISAL 2016. Tiempos posthegemónicos: sociedad	CANTINI, Hartemink, Adriana; MACHADO, L. M. O.		
artigoEmPeriodico	Adriano de Souza	2018	2316-8838	http://dx.doi.org/10.12957/soletras.2018.32150	A noção de norma, a variação linguística e a formação de professores: entre a sociolinguística e uma -linguística da tolerância-	REVISTA SOLETRAS	SOUZA, A.; SILVA, T. B. ; SIMIONI, T.		
artigoEmPeriodico	Adriano de Souza	2017	1679-6888		A VARIAÇÃO LINGUÍSTICA E A FORMAÇÃO DE PROFESSORES/AS DE LÍNGUA PORTUGUESA	REVISTA ESCRITA (PUCRJ. ONLINE)	SOUZA, A.; SIMIONI, T.		
artigoEmPeriodico	Adriano de Souza	2017	2178-5236		Relendo 'Os Sete Saberes Necessários à Educação do Futuro'	REVISTA EDUCATIVA	SOUZA, A		
trabalhoCompletoEmCongresso	Adriano de Souza	2017		LEITURA AO QUADRADO: AMPLIANDO COMPETÊNCIAS DE LEITURA PELA APROXIMAÇÃO ENTRE LÍNGUA PORTUGUESA E MATEMÁTICA	Seminário Internacional de Pesquisa em Leitura	SOUZA, A.; JUNQUEIRA, S. M. S.		
artigoEmPeriodico	Ailton Jesus Dinardi	2018	2237-1648		O USO DE PRAÇAS PÚBLICAS COMO ESPAÇO NÃO FORMAL DE EDUCAÇÃO	Educação,Cultura e Sociedade	DINARDI, A. J.; FEIFFER, A. H. S. ; FELIPPELLI, H. E.		
artigoEmPeriodico	Ailton Jesus Dinardi	2018	2318-3233		NA TRILHA DO PAMPA: UM JOGO PARA O DESENVOLVIMENTO DA EDUCAÇÃO AMBIENTAL NO CONTEXTO DO PAMPA GAÚCHO	REVISTA METROPOLITANA DE SUSTENTABILIDADE	PINHEIRO, F. L. ; CARRICO, M. R. S. ; GAYER, M. C. ; DINARDI, A. J.		
artigoEmPeriodico	Ailton Jesus Dinardi	2018	1678-0701		A TEMÁTICA AMBIENTAL NOS CURSOS DE LICENCIATURA DA UNIVERSIDADE FEDERAL DO PAMPA	EDUCAÇÃO AMBIENTAL EM AÇÃO	DINARDI, A. J.; FARIAS, N. R. F. F.		
artigoEmPeriodico	Ailton Jesus Dinardi	2018	1999-4907	http://dx.doi.org/10.3390/f9070384	Investment Uncertainty Analysis in Eucalyptus Bole Biomass Production in Brazil	Forests	SIMÕES, D. ; DINARDI, A. J. ; SILVA, M. R.		
artigoEmPeriodico	Ailton Jesus Dinardi	2018	1678-0701		MANEJO DE RESÍDUOS VETERINÁRIOS EM PROPRIEDADE RURAIS DE URUGUAIANA/RS E SUA CORRELAÇÃO COM O GRAU DE ESCOLARIDADE	EDUCAÇÃO AMBIENTAL EM AÇÃO	BREMM, T. ; GONCALVES, T. L. ; SCHEFFEL, B. S. ; KLAUS, R. ; DINARDI, A. J.		
artigoEmPeriodico	Ailton Jesus Dinardi	2018	1809-1636		EDUCAÇÃO AMBIENTAL: FALTA DE INSERÇÃO DO TEMA NOS DOCUMENTOS OFICIAIS DAS ESCOLAS DE EDUCAÇÃO BÁSICA	VIVÊNCIAS (URI. ERECHIM)	DIAS, D. B. R. ; DINARDI, A. J.		
artigoEmPeriodico	Ailton Jesus Dinardi	2017	2175-6600		INSERÇÃO DA TEMÁTICA AMBIENTAL NOS CURSOS DE GRADUAÇÃO DA UNIVERSIDADE FEDERAL DO PAMPA-URUGUAIANA/RS	DEBATES EM EDUCAÇÃO	DINARDI, A. J.; ARAUJO, S. C.		
artigoEmPeriodico	Ailton Jesus Dinardi	2017	1809-1636		REFLEXÕES SOBRE A EVASÃO DO CURSO DE LICENCIATURA EM CIÊNCIAS DA NATUREZA ? UNIPAMPA/CAMPUS URUGUAIANA	VIVÊNCIAS (URI. ERECHIM)	DINARDI, A. J.; PINHEIRO, A. L. ; MARZARI, M. R. B.		
