-28.6583059,-56.0041451
0,0
0,0
-28.6583059,-56.0041451
-28.6583059,-56.0041451
0,0
0,0
0,0
-28.6583059,-56.0041451
0,0
-28.6583059,-56.0041451
0,0
0,0
0,0
-28.6583059,-56.0041451
0,0
-28.6583059,-56.0041451
-28.6583059,-56.0041451
0,0
0,0
0,0
0,0
-28.6583059,-56.0041451
0,0
0,0
0,0
-32.3385963,-53.4770359
0,0
0,0
0,0
0,0
-28.6583059,-56.0041451
0,0
0,0
-28.6583059,-56.0041451
-28.6583059,-56.0041451
-29.7619121,-57.0858428
-28.6583059,-56.0041451
0,0
0,0
0,0
0,0
0,0
0,0
0,0
-28.6583059,-56.0041451
-28.6583059,-56.0041451
0,0
0,0
-28.6583059,-56.0041451
0,0
-31.3040566,-54.0697785
0,0
0,0
-28.6583059,-56.0041451
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
